entity,wikipedia_it,wikipedia_en,wikidata,viaf,geonames,type
John Ball,https://it.wikipedia.org/wiki/John_Ball_(prete),https://en.wikipedia.org/wiki/John_Ball_(priest),https://www.wikidata.org/entity/Q505824,https://viaf.org/viaf/18019526,,person
John Brown,https://it.wikipedia.org/wiki/John_Brown_(attivista),https://en.wikipedia.org/wiki/John_Brown_(abolitionist),https://www.wikidata.org/entity/Q189366,https://viaf.org/viaf/59091476,,person
Jugoslavia,https://it.wikipedia.org/wiki/Jugoslavia,https://en.wikipedia.org/wiki/Yugoslavia,https://www.wikidata.org/entity/Q36704,https://viaf.org/viaf/129724016,https://www.geonames.org/7500737/federal-republic-of-yugoslavia.html,place
Kansas,https://it.wikipedia.org/wiki/Kansas,https://en.wikipedia.org/wiki/Kansas,https://www.wikidata.org/entity/Q1558,https://viaf.org/viaf/152389568,https://www.geonames.org/4273857/kansas.html,place
Kantorowicz,https://it.wikipedia.org/wiki/Ernst_Kantorowicz,https://en.wikipedia.org/wiki/Ernst_Kantorowicz,https://www.wikidata.org/entity/Q77499,https://viaf.org/viaf/34567953,,person
Kappler,https://it.wikipedia.org/wiki/Herbert_Kappler,https://en.wikipedia.org/wiki/Herbert_Kappler,https://www.wikidata.org/entity/Q61861,https://viaf.org/viaf/52484397,,person
Kiev,https://it.wikipedia.org/wiki/Kiev,https://en.wikipedia.org/wiki/Kyiv,https://www.wikidata.org/entity/Q1899,https://viaf.org/viaf/150028026,https://www.geonames.org/703448/kyiv.html,place
La Marmora,https://it.wikipedia.org/wiki/Alfonso_La_Marmora,https://en.wikipedia.org/wiki/Alfonso_La_Marmora,https://www.wikidata.org/entity/Q471272,https://viaf.org/viaf/62351933,,person
Lancaster,https://it.wikipedia.org/wiki/Lancaster_(Regno_Unito),"https://en.wikipedia.org/wiki/Lancaster,_Lancashire",https://www.wikidata.org/entity/Q205905,https://viaf.org/viaf/243037582,https://www.geonames.org/2644972/lancaster.html,place
Las Malvinas,https://it.wikipedia.org/wiki/Isole_Falkland,https://en.wikipedia.org/wiki/Falkland_Islands,https://www.wikidata.org/entity/Q9648,https://viaf.org/viaf/155354899,https://www.geonames.org/3474414/falkland-islands.html,place
Leningrado,https://it.wikipedia.org/wiki/San_Pietroburgo,https://en.wikipedia.org/wiki/Saint_Petersburg,https://www.wikidata.org/entity/Q656,https://viaf.org/viaf/561154381054530291788,https://www.geonames.org/498817/saint-petersburg.html,place
Lepanto,https://it.wikipedia.org/wiki/Lepanto,https://en.wikipedia.org/wiki/Nafpaktos,https://www.wikidata.org/entity/Q782278,https://viaf.org/viaf/8425162906496978110003,https://www.geonames.org/256639/nafpaktos.html,place
Leutardo,https://it.wikipedia.org/wiki/Leutardo_di_Vertus,https://en.wikipedia.org/wiki/Leutard_of_Vertus,https://www.wikidata.org/entity/Q21042902,,,person
Liev,https://it.wikipedia.org/wiki/Lev_Nikolaevi%C4%8D_Gumil%C3%ABv,https://en.wikipedia.org/wiki/Lev_Gumilev,https://www.wikidata.org/entity/Q135481,https://viaf.org/viaf/59131742,,person
Lincoln,https://it.wikipedia.org/wiki/Abraham_Lincoln,https://en.wikipedia.org/wiki/Abraham_Lincoln,https://www.wikidata.org/entity/Q91,https://viaf.org/viaf/76349832,,person
Lione,https://it.wikipedia.org/wiki/Lione,https://en.wikipedia.org/wiki/Lyon,https://www.wikidata.org/entity/Q456,https://viaf.org/viaf/158189703,https://www.geonames.org/2996944/lyon.html,place
Londra,https://it.wikipedia.org/wiki/Londra,https://en.wikipedia.org/wiki/London,https://www.wikidata.org/entity/Q84,https://viaf.org/viaf/261467287,https://www.geonames.org/2643743/london.html,place
Lord Strafford,"https://it.wikipedia.org/wiki/Thomas_Wentworth,_I_conte_di_Strafford","https://en.wikipedia.org/wiki/Thomas_Wentworth,_1st_Earl_of_Strafford",https://www.wikidata.org/entity/Q336091,https://viaf.org/viaf/72190523,,person
Luigi IX,https://it.wikipedia.org/wiki/Luigi_IX_di_Francia,https://en.wikipedia.org/wiki/Louis_IX_of_France,https://www.wikidata.org/entity/Q346,https://viaf.org/viaf/89182909,,person
Luigi XVIII,https://it.wikipedia.org/wiki/Luigi_XVIII_di_Francia,https://en.wikipedia.org/wiki/Louis_XVIII,https://www.wikidata.org/entity/Q7750,https://viaf.org/viaf/84035484,,person
Magonza,https://it.wikipedia.org/wiki/Magonza,https://en.wikipedia.org/wiki/Mainz,https://www.wikidata.org/entity/Q1720,https://viaf.org/viaf/123738720,https://www.geonames.org/2874225/mainz.html,place
Mandeville,https://it.wikipedia.org/wiki/John_Mandeville,https://en.wikipedia.org/wiki/John_Mandeville,https://www.wikidata.org/entity/Q3257249,https://viaf.org/viaf/182210274,,
Maometto,https://it.wikipedia.org/wiki/Maometto,https://en.wikipedia.org/wiki/Muhammad,https://www.wikidata.org/entity/Q9458,https://viaf.org/viaf/97245226,,person
Marco Polo,https://it.wikipedia.org/wiki/Marco_Polo,https://en.wikipedia.org/wiki/Marco_Polo,https://www.wikidata.org/entity/Q6101,https://viaf.org/viaf/173430120,,person
Maria,https://it.wikipedia.org/wiki/Maria_(madre_di_Ges%C3%B9),"https://en.wikipedia.org/wiki/Mary,_mother_of_Jesus",https://www.wikidata.org/entity/Q345,https://viaf.org/viaf/86913753,,person
Mario Fiorentini,https://it.wikipedia.org/wiki/Mario_Fiorentini,https://en.wikipedia.org/wiki/Mario_Fiorentini,https://www.wikidata.org/entity/Q3848579,https://viaf.org/viaf/79471199,,person
Matteo d'Acquasparta,https://it.wikipedia.org/wiki/Matteo_d%27Acquasparta,https://en.wikipedia.org/wiki/Matthew_of_Acquasparta,https://www.wikidata.org/entity/Q1346310,https://viaf.org/viaf/89499857,,person
Matteotti,https://it.wikipedia.org/wiki/Giacomo_Matteotti,https://en.wikipedia.org/wiki/Giacomo_Matteotti,https://www.wikidata.org/entity/Q267304,https://viaf.org/viaf/9862153,,person
Max Clausen,https://it.wikipedia.org/wiki/Max_Klausen,https://en.wikipedia.org/wiki/Max_Christiansen-Clausen,https://www.wikidata.org/entity/Q124006,https://viaf.org/viaf/50140352,,person
Mazzini,https://it.wikipedia.org/wiki/Giuseppe_Mazzini,https://en.wikipedia.org/wiki/Giuseppe_Mazzini,https://www.wikidata.org/entity/Q187336,https://viaf.org/viaf/2498020,,person
Mediterraneo,https://it.wikipedia.org/wiki/Mar_Mediterraneo,https://en.wikipedia.org/wiki/Mediterranean_Sea,https://www.wikidata.org/entity/Q4918,https://viaf.org/viaf/239897976,https://www.geonames.org/363196/mediterranean-sea.html,place
Messer Lapo,https://it.wikipedia.org/wiki/Lapo_da_Castiglionchio,https://en.wikipedia.org/wiki/Lapo_da_Castiglionchio_the_Elder,https://www.wikidata.org/entity/Q1237303,https://viaf.org/viaf/97724025,,person
Messina,https://it.wikipedia.org/wiki/Messina,https://en.wikipedia.org/wiki/Messina,https://www.wikidata.org/entity/Q13666,https://viaf.org/viaf/146699997,https://www.geonames.org/6541859/messina.html,place
Michele di Lando,https://it.wikipedia.org/wiki/Michele_di_Lando,https://en.wikipedia.org/wiki/Michele_di_Lando,https://www.wikidata.org/entity/Q786761,https://viaf.org/viaf/160127802,,person
Milano,https://it.wikipedia.org/wiki/Milano,https://en.wikipedia.org/wiki/Milan,https://www.wikidata.org/entity/Q490,https://viaf.org/viaf/157818740,https://www.geonames.org/6542283/milano.html,place
Mincio,https://it.wikipedia.org/wiki/Mincio,https://en.wikipedia.org/wiki/Mincio,https://www.wikidata.org/entity/Q936688,https://viaf.org/viaf/240515550,https://www.geonames.org/3173409/fiume-mincio.html,place
Montmartre,https://it.wikipedia.org/wiki/Montmartre,https://en.wikipedia.org/wiki/Montmartre,https://www.wikidata.org/entity/Q186115,https://viaf.org/viaf/146617129,https://www.geonames.org/3029374/paris-18-buttes-montmartre.html,place
Moretti,https://it.wikipedia.org/wiki/Mario_Moretti,https://en.wikipedia.org/wiki/Mario_Moretti,https://www.wikidata.org/entity/Q1758581,https://viaf.org/viaf/107594009,,person
Moro,https://it.wikipedia.org/wiki/Aldo_Moro,https://en.wikipedia.org/wiki/Aldo_Moro,https://www.wikidata.org/entity/Q171834,https://viaf.org/viaf/73876435,,person
Morucci,https://it.wikipedia.org/wiki/Valerio_Morucci,https://en.wikipedia.org/wiki/Valerio_Morucci,https://www.wikidata.org/entity/Q4007903,https://viaf.org/viaf/37220889,,person
Mosca,https://it.wikipedia.org/wiki/Mosca_(Russia),https://en.wikipedia.org/wiki/Moscow,https://www.wikidata.org/entity/Q649,https://viaf.org/viaf/142519565,https://www.geonames.org/524901/moscow.html,place
Mussolini,https://it.wikipedia.org/wiki/Benito_Mussolini,https://en.wikipedia.org/wiki/Benito_Mussolini,https://www.wikidata.org/entity/Q23559,https://viaf.org/viaf/90162262,,person
Napoleone,https://it.wikipedia.org/wiki/Napoleone_Bonaparte,https://en.wikipedia.org/wiki/Napoleon,https://www.wikidata.org/entity/Q517,https://viaf.org/viaf/106964661,,person
Napoleone III,https://it.wikipedia.org/wiki/Napoleone_III_di_Francia,https://en.wikipedia.org/wiki/Napoleon_III,https://www.wikidata.org/entity/Q7721,https://viaf.org/viaf/88934487,,person
Napoli,https://it.wikipedia.org/wiki/Napoli,https://en.wikipedia.org/wiki/Naples,https://www.wikidata.org/entity/Q2634,https://viaf.org/viaf/137842517,https://www.geonames.org/3172395/napoli.html,place
Niceta,https://it.wikipedia.org/wiki/Niceta_Coniata,https://en.wikipedia.org/wiki/Niketas_Choniates,https://www.wikidata.org/entity/Q297340,https://viaf.org/viaf/173145785,,person
Norfolk,https://it.wikipedia.org/wiki/Norfolk,https://en.wikipedia.org/wiki/Norfolk,https://www.wikidata.org/entity/Q23109,https://viaf.org/viaf/151229994,https://www.geonames.org/2641455/norfolk.html,place
Olanda,https://it.wikipedia.org/wiki/Paesi_Bassi,https://en.wikipedia.org/wiki/Netherlands,https://www.wikidata.org/entity/Q55,https://viaf.org/viaf/156652814,https://www.geonames.org/2750405/kingdom-of-the-netherlands.html,place
Orlando,https://it.wikipedia.org/wiki/Orlando_(paladino),https://en.wikipedia.org/wiki/Roland,https://www.wikidata.org/entity/Q207535,https://viaf.org/viaf/5722596,,person
Orleans,https://it.wikipedia.org/wiki/Orl%C3%A9ans,https://en.wikipedia.org/wiki/Orl%C3%A9ans,https://www.wikidata.org/entity/Q6548,https://viaf.org/viaf/139548210,https://www.geonames.org/2989317/orleans.html,place
Oxford,https://it.wikipedia.org/wiki/Oxford,https://en.wikipedia.org/wiki/Oxford,https://www.wikidata.org/entity/Q34217,https://viaf.org/viaf/145353627,https://www.geonames.org/2640729/oxford.html,place
Ozaki,https://it.wikipedia.org/wiki/Hotsumi_Ozaki,https://en.wikipedia.org/wiki/Hotsumi_Ozaki,https://www.wikidata.org/entity/Q1206227,https://viaf.org/viaf/30338507,,person
Palazzo Vecchio,https://it.wikipedia.org/wiki/Palazzo_Vecchio,https://en.wikipedia.org/wiki/Palazzo_Vecchio,https://www.wikidata.org/entity/Q271928,https://viaf.org/viaf/125014958,https://www.geonames.org/6697948/palazzo-vecchio.html,place
Parigi,https://it.wikipedia.org/wiki/Parigi,https://en.wikipedia.org/wiki/Paris,https://www.wikidata.org/entity/Q90,https://viaf.org/viaf/158822968,https://www.geonames.org/2968815/paris.html,place
Parma,https://it.wikipedia.org/wiki/Parma,https://en.wikipedia.org/wiki/Parma,https://www.wikidata.org/entity/Q2683,https://viaf.org/viaf/143792095,https://www.geonames.org/6540120/parma.html,place
Patrasso,https://it.wikipedia.org/wiki/Patrasso,https://en.wikipedia.org/wiki/Patras,https://www.wikidata.org/entity/Q133123,https://viaf.org/viaf/129029351,https://www.geonames.org/255683/patra.html,place
Philippe de Nemure,https://it.wikipedia.org/wiki/Filippo_di_Savoia-Nemours,"https://en.wikipedia.org/wiki/Philip,_Duke_of_Nemours",https://www.wikidata.org/entity/Q2005044,,,person
Piave,https://it.wikipedia.org/wiki/Piave,https://en.wikipedia.org/wiki/Piave_(river),https://www.wikidata.org/entity/Q530569,https://viaf.org/viaf/240543797,https://www.geonames.org/3183044/fiume-piave.html,place
Piemonte,https://it.wikipedia.org/wiki/Piemonte,https://en.wikipedia.org/wiki/Piedmont,https://www.wikidata.org/entity/Q1216,https://viaf.org/viaf/132508744,https://www.geonames.org/3170831/piemonte.html,place
Pietroburgo,https://it.wikipedia.org/wiki/San_Pietroburgo,https://en.wikipedia.org/wiki/Saint_Petersburg,https://www.wikidata.org/entity/Q656,https://viaf.org/viaf/139487820,https://www.geonames.org/498817/saint-petersburg.html,place
Pisa,https://it.wikipedia.org/wiki/Pisa,https://en.wikipedia.org/wiki/Pisa,https://www.wikidata.org/entity/Q13375,https://viaf.org/viaf/204007255,https://www.geonames.org/6542122/pisa.html,place
Po,https://it.wikipedia.org/wiki/Po,https://en.wikipedia.org/wiki/Po_(river),https://www.wikidata.org/entity/Q643,https://viaf.org/viaf/6148703924236930913,https://www.geonames.org/3170550/po-river.html,place
Polonia,https://it.wikipedia.org/wiki/Polonia,https://en.wikipedia.org/wiki/Poland,https://www.wikidata.org/entity/Q36,https://viaf.org/viaf/141810140,https://www.geonames.org/798544/republic-of-poland.html,place
Princeton,https://it.wikipedia.org/wiki/Princeton,https://en.wikipedia.org/wiki/Princeton,https://www.wikidata.org/entity/Q21578,https://viaf.org/viaf/141200041,https://www.geonames.org/5102955/princeton-university.html,place
Prussia,https://it.wikipedia.org/wiki/Prussia,https://en.wikipedia.org/wiki/Prussia,https://www.wikidata.org/entity/Q38872,https://viaf.org/viaf/137143200,https://www.geonames.org/3082436/west-prussia.html,place
Radetzky,https://it.wikipedia.org/wiki/Josef_Radetzky,https://en.wikipedia.org/wiki/Joseph_Radetzky_von_Radetz,https://www.wikidata.org/entity/Q153500,https://viaf.org/viaf/5723425,,person
Raimondo da Capua,https://it.wikipedia.org/wiki/Raimondo_da_Capua,https://en.wikipedia.org/wiki/Raymond_of_Capua,https://www.wikidata.org/entity/Q2460163,https://viaf.org/viaf/59251025,,person
Rattazzi,https://it.wikipedia.org/wiki/Urbano_Rattazzi,https://en.wikipedia.org/wiki/Urbano_Rattazzi,https://www.wikidata.org/entity/Q449387,https://viaf.org/viaf/5045510,,person
Reagan,https://it.wikipedia.org/wiki/Ronald_Reagan,https://en.wikipedia.org/wiki/Ronald_Reagan,https://www.wikidata.org/entity/Q9960,https://viaf.org/viaf/76321889,,person
Reims,https://it.wikipedia.org/wiki/Reims,https://en.wikipedia.org/wiki/Reims,https://www.wikidata.org/entity/Q41876,https://viaf.org/viaf/126609525,https://www.geonames.org/2984114/reims.html,place
Ribbentrop,https://it.wikipedia.org/wiki/Joachim_von_Ribbentrop,https://en.wikipedia.org/wiki/Joachim_von_Ribbentrop,https://www.wikidata.org/entity/Q101886,https://viaf.org/viaf/74645641,,person
Riccardo Cuor di Leone,https://it.wikipedia.org/wiki/Riccardo_I_d%27Inghilterra,https://en.wikipedia.org/wiki/Richard_I_of_England,https://www.wikidata.org/entity/Q42305,https://viaf.org/viaf/64016139,,person
Robert de Clary,https://it.wikipedia.org/wiki/Roberto_de_Clari,https://en.wikipedia.org/wiki/Robert_de_Clari,https://www.wikidata.org/entity/Q944668,https://viaf.org/viaf/78769905,,person
Roma,https://it.wikipedia.org/wiki/Roma,https://en.wikipedia.org/wiki/Rome,https://www.wikidata.org/entity/Q220,https://viaf.org/viaf/251380480,https://www.geonames.org/3169070/rome.html,place
Rosario Bentivegna,https://it.wikipedia.org/wiki/Rosario_Bentivegna,https://en.wikipedia.org/wiki/Rosario_Bentivegna,https://www.wikidata.org/entity/Q49761,https://viaf.org/viaf/49282901,,person
Rosina,https://it.wikipedia.org/wiki/Rosa_Vercellana,https://en.wikipedia.org/wiki/Rosa_Vercellana,https://www.wikidata.org/entity/Q276000,https://viaf.org/viaf/72961141,,person
Rouen,https://it.wikipedia.org/wiki/Rouen,https://en.wikipedia.org/wiki/Rouen,https://www.wikidata.org/entity/Q30974,https://viaf.org/viaf/146509692,https://www.geonames.org/2982652/rouen.html,place
Russia,https://it.wikipedia.org/wiki/Russia,https://en.wikipedia.org/wiki/Russia,https://www.wikidata.org/entity/Q159,https://viaf.org/viaf/140306806,https://www.geonames.org/2017370/russian-federation.html,place
Saladino,https://it.wikipedia.org/wiki/Saladino,https://en.wikipedia.org/wiki/Saladin,https://www.wikidata.org/entity/Q8581,https://viaf.org/viaf/90040943,,person
Salamanca,https://it.wikipedia.org/wiki/Salamanca,https://en.wikipedia.org/wiki/Salamanca,https://www.wikidata.org/entity/Q15695,https://viaf.org/viaf/157093141,https://www.geonames.org/6360513/salamanca.html,place
Salandra,https://it.wikipedia.org/wiki/Antonio_Salandra,https://en.wikipedia.org/wiki/Antonio_Salandra,https://www.wikidata.org/entity/Q354715,https://viaf.org/viaf/32017768,,person
Salimbene,https://it.wikipedia.org/wiki/Salimbene_de_Adam,https://en.wikipedia.org/wiki/Salimbene_di_Adam,https://www.wikidata.org/entity/Q799960,https://viaf.org/viaf/89136582,,person
Salvemini,https://it.wikipedia.org/wiki/Gaetano_Salvemini,https://en.wikipedia.org/wiki/Gaetano_Salvemini,https://www.wikidata.org/entity/Q730889,https://viaf.org/viaf/56624944,,person
Salvestro De Medici,https://it.wikipedia.org/wiki/Salvestro_de%27_Medici,https://en.wikipedia.org/wiki/Salvestro_de%27_Medici,https://www.wikidata.org/entity/Q1564584,https://viaf.org/viaf/78711082,,person
Samuele,https://it.wikipedia.org/wiki/Samuele_(profeta),https://en.wikipedia.org/wiki/Samuel,https://www.wikidata.org/entity/Q6577515,https://viaf.org/viaf/23387518,,person
San Bernardo,https://it.wikipedia.org/wiki/Bernardo_di_Chiaravalle,https://en.wikipedia.org/wiki/Bernard_of_Clairvaux,https://www.wikidata.org/entity/Q188411,https://viaf.org/viaf/59875293,,person
San Giovanni,https://it.wikipedia.org/wiki/Giovanni_Battista,https://en.wikipedia.org/wiki/John_the_Baptist,https://www.wikidata.org/entity/Q40662,https://viaf.org/viaf/27863229,,person
Sant'Agostino,https://it.wikipedia.org/wiki/Agostino_d%27Ippona,https://en.wikipedia.org/wiki/Augustine_of_Hippo,https://www.wikidata.org/entity/Q8018,https://viaf.org/viaf/66806872,,person
Santa Chiara,https://it.wikipedia.org/wiki/Chiara_d%27Assisi,https://en.wikipedia.org/wiki/Clare_of_Assisi,https://www.wikidata.org/entity/Q191107,https://viaf.org/viaf/8754769,,person
Sarajevo,https://it.wikipedia.org/wiki/Sarajevo,https://en.wikipedia.org/wiki/Sarajevo,https://www.wikidata.org/entity/Q11194,https://viaf.org/viaf/159404628,https://www.geonames.org/3191281/sarajevo.html,place
Satana,https://it.wikipedia.org/wiki/Satana,https://en.wikipedia.org/wiki/Satan,https://www.wikidata.org/entity/Q35230,https://viaf.org/viaf/1087163706538729420822,,
Scozia,https://it.wikipedia.org/wiki/Scozia,https://en.wikipedia.org/wiki/Scotland,https://www.wikidata.org/entity/Q22,https://viaf.org/viaf/89146152993705250698,https://www.geonames.org/2638360/scotland.html,place
Serbia,https://it.wikipedia.org/wiki/Serbia,https://en.wikipedia.org/wiki/Serbia,https://www.wikidata.org/entity/Q403,https://viaf.org/viaf/151202876,https://www.geonames.org/6290252/serbia.html,place
Sicilia,https://it.wikipedia.org/wiki/Sicilia,https://en.wikipedia.org/wiki/Sicily,https://www.wikidata.org/entity/Q1460,https://viaf.org/viaf/149921888,https://www.geonames.org/2523119/sicilia.html,place
Siena,https://it.wikipedia.org/wiki/Siena,https://en.wikipedia.org/wiki/Siena,https://www.wikidata.org/entity/Q2751,https://viaf.org/viaf/239842096,https://www.geonames.org/6541466/siena.html,place
Simoncino,https://it.wikipedia.org/wiki/Simonino_di_Trento,https://en.wikipedia.org/wiki/Simon_of_Trent,https://www.wikidata.org/entity/Q544321,https://viaf.org/viaf/18871225,,person
Sonnino,https://it.wikipedia.org/wiki/Sidney_Sonnino,https://en.wikipedia.org/wiki/Sidney_Sonnino,https://www.wikidata.org/entity/Q320922,https://viaf.org/viaf/7411466,,person
Sorge,https://it.wikipedia.org/wiki/Richard_Sorge,https://en.wikipedia.org/wiki/Richard_Sorge,https://www.wikidata.org/entity/Q44580,https://viaf.org/viaf/51715274,,person
South Carolina,https://it.wikipedia.org/wiki/Carolina_del_Sud,https://en.wikipedia.org/wiki/South_Carolina,https://www.wikidata.org/entity/Q1456,https://viaf.org/viaf/126093597,https://www.geonames.org/4597040/south-carolina.html,place
Spagna,https://it.wikipedia.org/wiki/Spagna,https://en.wikipedia.org/wiki/Spain,https://www.wikidata.org/entity/Q29,https://viaf.org/viaf/133609710,https://www.geonames.org/2510769/kingdom-of-spain.html,place
Stalin,https://it.wikipedia.org/wiki/Iosif_Stalin,https://en.wikipedia.org/wiki/Joseph_Stalin,https://www.wikidata.org/entity/Q855,https://viaf.org/viaf/101787139,,person
Stati Uniti,https://it.wikipedia.org/wiki/Stati_Uniti_d%27America,https://en.wikipedia.org/wiki/United_States,https://www.wikidata.org/entity/Q30,https://viaf.org/viaf/130168302,https://www.geonames.org/6252001/united-states.html,place
Strasburgo,https://it.wikipedia.org/wiki/Strasburgo,https://en.wikipedia.org/wiki/Strasbourg,https://www.wikidata.org/entity/Q6602,https://viaf.org/viaf/150696197,https://www.geonames.org/2973783/strasbourg.html,place
Tagliamento,https://it.wikipedia.org/wiki/Tagliamento,https://en.wikipedia.org/wiki/Tagliamento,https://www.wikidata.org/entity/Q747929,https://viaf.org/viaf/242138926,https://www.geonames.org/3165990/fiume-tagliamento.html,place
Tamigi,https://it.wikipedia.org/wiki/Tamigi,https://en.wikipedia.org/wiki/River_Thames,https://www.wikidata.org/entity/Q19686,https://viaf.org/viaf/237292804,https://www.geonames.org/2636063/river-thames.html,place
Thatcer,https://it.wikipedia.org/wiki/Margaret_Thatcher,https://en.wikipedia.org/wiki/Margaret_Thatcher,https://www.wikidata.org/entity/Q7416,https://viaf.org/viaf/102379347,,person
Ticino,https://it.wikipedia.org/wiki/Ticino_(fiume),https://en.wikipedia.org/wiki/Ticino_(river),https://www.wikidata.org/entity/Q14366,https://viaf.org/viaf/86144647641199173339,https://www.geonames.org/2658369/fiume-ticino.html,place
Tokyo,https://it.wikipedia.org/wiki/Tokyo,https://en.wikipedia.org/wiki/Tokyo,https://www.wikidata.org/entity/Q1490,https://viaf.org/viaf/140713831,https://www.geonames.org/1850144/tokyo-prefecture.html,place
Tolomeo,https://it.wikipedia.org/wiki/Claudio_Tolomeo,https://en.wikipedia.org/wiki/Ptolemy,https://www.wikidata.org/entity/Q34943,https://viaf.org/viaf/54152998,,person
Tolstoj,https://it.wikipedia.org/wiki/Lev_Tolstoj,https://en.wikipedia.org/wiki/Leo_Tolstoy,https://www.wikidata.org/entity/Q7243,https://viaf.org/viaf/96987389,,person
Torino,https://it.wikipedia.org/wiki/Torino,https://en.wikipedia.org/wiki/Turin,https://www.wikidata.org/entity/Q495,https://viaf.org/viaf/35144782953960297898,https://www.geonames.org/3165525/torino.html,place
Toscana,https://it.wikipedia.org/wiki/Toscana,https://en.wikipedia.org/wiki/Tuscany,https://www.wikidata.org/entity/Q1273,https://viaf.org/viaf/128956370,https://www.geonames.org/3165361/toscana.html,place
Trentino,https://it.wikipedia.org/wiki/Trentino,https://en.wikipedia.org/wiki/Trentino,https://www.wikidata.org/entity/Q16289,https://viaf.org/viaf/142524838,https://www.geonames.org/3165241/provincia-autonoma-di-trento.html,place
Trento,https://it.wikipedia.org/wiki/Trento,https://en.wikipedia.org/wiki/Trento,https://www.wikidata.org/entity/Q3376,https://viaf.org/viaf/9361156133222058430009,https://www.geonames.org/6541469/trento.html,place
Trieste,https://it.wikipedia.org/wiki/Trieste,https://en.wikipedia.org/wiki/Trieste,https://www.wikidata.org/entity/Q546,https://viaf.org/viaf/143701962,https://www.geonames.org/3165186/trieste.html,place
Turati,https://it.wikipedia.org/wiki/Filippo_Turati,https://en.wikipedia.org/wiki/Filippo_Turati,https://www.wikidata.org/entity/Q733392,https://viaf.org/viaf/71517185,,person
Unione Sovietica,https://it.wikipedia.org/wiki/Unione_Sovietica,https://en.wikipedia.org/wiki/Soviet_Union,https://www.wikidata.org/entity/Q15180,https://viaf.org/viaf/134262032,https://www.geonames.org/8354411/union-of-soviet-socialist-republics.html,place
Urbano II,https://it.wikipedia.org/wiki/Papa_Urbano_II,https://en.wikipedia.org/wiki/Pope_Urban_II,https://www.wikidata.org/entity/Q30578,https://viaf.org/viaf/152552697,,person
Uruguay,https://it.wikipedia.org/wiki/Uruguay,https://en.wikipedia.org/wiki/Uruguay,https://www.wikidata.org/entity/Q77,https://viaf.org/viaf/129569873,https://www.geonames.org/3439705/oriental-republic-of-uruguay.html,place
Usama,https://it.wikipedia.org/wiki/Usama_ibn_Munqidh,https://en.wikipedia.org/wiki/Usama_ibn_Munqidh,https://www.wikidata.org/entity/Q451427,https://viaf.org/viaf/49232442,,person
Valdarno,https://it.wikipedia.org/wiki/Valdarno,https://en.wikipedia.org/wiki/Valdarno,https://www.wikidata.org/entity/Q538820,https://viaf.org/viaf/235065009,https://www.geonames.org/3164948/valdarno.html,place
Veneto,https://it.wikipedia.org/wiki/Veneto,https://en.wikipedia.org/wiki/Veneto,https://www.wikidata.org/entity/Q1243,https://viaf.org/viaf/155404177,https://www.geonames.org/3164604/veneto.html,place
Venezia,https://it.wikipedia.org/wiki/Venezia,https://en.wikipedia.org/wiki/Venice,https://www.wikidata.org/entity/Q641,https://viaf.org/viaf/8456155769103127880005,https://www.geonames.org/6542284/venezia.html,place
Vercelli,https://it.wikipedia.org/wiki/Vercelli,https://en.wikipedia.org/wiki/Vercelli,https://www.wikidata.org/entity/Q5990,https://viaf.org/viaf/123150932,https://www.geonames.org/6540116/vercelli.html,place
Versailles,https://it.wikipedia.org/wiki/Reggia_di_Versailles,https://en.wikipedia.org/wiki/Palace_of_Versailles,https://www.wikidata.org/entity/Q2946,https://viaf.org/viaf/127977992,https://www.geonames.org/6284980/chateau-de-versailles.html,place
Via Rasella,https://it.wikipedia.org/wiki/Attentato_di_via_Rasella,https://en.wikipedia.org/wiki/Via_Rasella_attack,https://www.wikidata.org/entity/Q733211,,,event
Virginia,https://it.wikipedia.org/wiki/Virginia,https://en.wikipedia.org/wiki/Virginia,https://www.wikidata.org/entity/Q1370,https://viaf.org/viaf/128935789,https://www.geonames.org/6254928/virginia.html,place
Vittorio Emanuele II,https://it.wikipedia.org/wiki/Vittorio_Emanuele_II_di_Savoia,https://en.wikipedia.org/wiki/Victor_Emmanuel_II_of_Italy,https://www.wikidata.org/entity/Q168691,https://viaf.org/viaf/95301792,,person
Vittorio Veneto,https://it.wikipedia.org/wiki/Vittorio_Veneto,https://en.wikipedia.org/wiki/Vittorio_Veneto,https://www.wikidata.org/entity/Q47578,https://viaf.org/viaf/151912398,https://www.geonames.org/6538312/vittorio-veneto.html,place
Von Moltke,https://it.wikipedia.org/wiki/Helmuth_Karl_Bernhard_von_Moltke,https://en.wikipedia.org/wiki/Helmuth_von_Moltke_the_Elder,https://www.wikidata.org/entity/Q44205,https://viaf.org/viaf/98817698,,person
Washington,https://it.wikipedia.org/wiki/Washington_D.C.,"https://en.wikipedia.org/wiki/Washington,_D.C.",https://www.wikidata.org/entity/Q61,https://viaf.org/viaf/312739635,https://www.geonames.org/4140963/washington.html,place
Waterloo,https://it.wikipedia.org/wiki/Waterloo,"https://en.wikipedia.org/wiki/Waterloo,_Belgium",https://www.wikidata.org/entity/Q179034,https://viaf.org/viaf/162695587,https://www.geonames.org/2783986/waterloo.html,place
Watt Tyler,https://it.wikipedia.org/wiki/Wat_Tyler,https://en.wikipedia.org/wiki/Wat_Tyler,https://www.wikidata.org/entity/Q311820,https://viaf.org/viaf/100158866,,person
